index	topic	tweets	date	username	likes	retweets	replies	hashtags	class
3258	Khofifah Masuk Timses Prabowo	Subhanaallah!! Gerindra Mengakui Khofifah Masuk Timses Prabowo-Sandiaga Tanpa Bayaran Sepeserpun!! http://operain.blogspot.com/2018/11/subhanaallah-gerindra-mengakui-khofifah.html	2018-11-13 05:31:47+00:00	EtoJuli	0	0	0		True News
3259	Khofifah Masuk Timses Prabowo	Subhanaallah!! Khofifah: Saya Masuk Timses Prabowo-Sandi Dengan Tulus Ikhlas Demi Masa Depan Indonesia https://k0mpasinf.blogspot.com/2018/11/subhanaallah-khofifah-saya-masuk-timses.html	2018-11-11 02:20:18+00:00	qunfayaqunjaya	0	0	0		True News
3260	Kinerja SBY Pembangunan Sumut	10 tahun pak sby..kita swasta nasional terlibat banyak di infrastrukstur indonesia termasuk sumut..KA bandara dll..skrg pada nganggur.. skrg yg kerja kebanyakan BUMN..pantas lah kalo gk denger info pembangunan dulu..yg diberitain skrg kan cuma proy raksasa..😊	2018-12-17 02:16:27+00:00	harimagda	1	1	0		True News
3261	Kinerja SBY Pembangunan Sumut	Jawab Djarot, Sekjen Demokrat Beberkan Pembangunan Era SBY di Sumut http://dlvr.it/QtlfMR	2018-12-17 01:50:06+00:00	merdekadotcom	0	1	1		True News
3262	Kinerja SBY Pembangunan Sumut	Ini Djarot cara berpikirnya persis cebong, mungkin lulus dari pusat pelatihan cebong jg. Mana ada pembangunan di Sumut yg dimulai Jokowi, semua sudah dimulai di zaman SBY. Apalagi kalau cerita tol Medan - Tebing. Sakit jiwa memang cebong2 ini. 	2018-12-16 09:07:59+00:00	bantengdungu	0	1	1		True News
3263	Kinerja SBY Pembangunan Sumut	Djarot Pertanyakan Pembangunan di Sumut Masa SBY, Ketua DPP Demokrat 'Tertawa' - Warta Ekonomi https://www.wartaekonomi.co.id/read207871/djarot-pertanyakan-pembangunan-di-sumut-masa-sby-ketua-dpp-demokrat-tertawa.html	2018-12-17 07:10:02+00:00	WartaEkonomi	0	1	0		True News
3264	Kinerja SBY Pembangunan Sumut	Djarot Pertanyakan Pembangunan di Sumut dalam 10 Tahun Era SBY http://brt.st/64fv	2018-12-16 10:11:13+00:00	Beritasatu	1	0	1		True News
3265	Kinerja SBY Pembangunan Sumut	Hinca Pandjaitan Tanggapi Pernyataan Djarot Soal Pembangunan yang Dilakukan SBY untuk Sumut https://sumateraonline.com/hinca-pandjaitan-tanggapi-pernyataan-djarot-soal-pembangunan-yang-dilakukan-sby-untuk-sumut/ #hp_kuning_14_1 #sahabat_bang_hinca #demokrat #s14p	2018-12-18 11:54:39+00:00	PandjaitanHinca	1	0	0	#hp_kuning_14_1 #sahabat_bang_hinca #demokrat #s14p	True News
3266	Kinerja SBY Pembangunan Sumut	Sekjen Demokrat Hinca Panjaitan menyebut penyataan Djarot soal tak ada pembangunan masa SBY di Sumut tidak berdasar. 	2018-12-16 14:51:06+00:00	kumparan	1	0	0		True News
3267	Kinerja SBY Pembangunan Sumut	Bos ... Ustad menyebutkan bandara Itu bukan membanggakan tapi utk MEMBUKTIKAN dan MENYATAKAN dengan fakta bahwa memang ada pembangunan di masa SBY utk Sumut.	2018-12-17 16:09:40+00:00	malik_pane	0	0	1		True News
3268	Kinerja SBY Pembangunan Sumut	Rot.. Rot yg tahu dan merasakan pembangunan zaman SBY di Sumut kami, bukan kau demi pencitraanmu di Pilkada urus KTP di daerah kami 	2018-12-17 02:04:37+00:00	marga2_nasution	0	0	1		True News
3269	Kinerja SBY Pembangunan Sumut	SBY di SUMUT Gaada PEMBANGUNAN KATA DJAROT, Inilah Buktinya !! 	2018-12-18 07:01:39+00:00	adjiefajriansya	0	0	0		True News
3270	Kinerja SBY Pembangunan Sumut	Saya sedih, 10 thn SBY memerintah, saya di Blitar, jadi saya gak bisa merasakan pembangunan di Sumut 	2018-12-18 02:36:51+00:00	Ronin2310	0	0	0		True News
3271	Kinerja SBY Pembangunan Sumut	PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut https://news.detik.com/berita/d-4345959/pdip-bandingkan-pembangunan-era-jokowi-dengan-sby-di-sumut?_ga=2.108457090.1602318843.1545014124-1469868217.1539079276 #01JokowiMenang #01JokowiPresiden #01IndonesiaMajuTerus	2018-12-17 11:35:45+00:00	saputrangga182	0	0	0	#01JokowiMenang #01JokowiPresiden #01IndonesiaMajuTerus	True News
3272	Kinerja SBY Pembangunan Sumut	.._ PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut https://news.detik.com/berita/d-4345959/pdip-bandingkan-pembangunan-era-jokowi-dengan-sby-di-sumut?_ga=2.108457090.1602318843.1545014124-1469868217.1539079276 #01JokowiMenang #01JokowiPresiden #01IndonesiaMajuTerus	2018-12-17 11:31:44+00:00	dewkartikaaa	0	0	0	#01JokowiMenang #01JokowiPresiden #01IndonesiaMajuTerus	True News
3273	Kinerja SBY Pembangunan Sumut	:) PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut https://news.detik.com/berita/d-4345959/pdip-bandingkan-pembangunan-era-jokowi-dengan-sby-di-sumut?_ga=2.108457090.1602318843.1545014124-1469868217.1539079276 #01JokowiMenang #01JokowiPresiden #01IndonesiaMajuTerus	2018-12-17 11:24:04+00:00	ekoputra361	0	0	0	#01JokowiMenang #01JokowiPresiden #01IndonesiaMajuTerus	True News
3274	Kinerja SBY Pembangunan Sumut	(_) PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut https://news.detik.com/berita/d-4345959/pdip-bandingkan-pembangunan-era-jokowi-dengan-sby-di-sumut?_ga=2.108457090.1602318843.1545014124-1469868217.1539079276 #01JokowiMenang #01JokowiPresiden #01IndonesiaMajuTerus	2018-12-17 11:10:09+00:00	dianamelia1717	0	0	0	#01JokowiMenang #01JokowiPresiden #01IndonesiaMajuTerus	True News
3275	Kinerja SBY Pembangunan Sumut	"PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut https://news.detik.com/berita/d-4345959/pdip-bandingkan-pembangunan-era-jokowi-dengan-sby-di-sumut?_ga=2.238725380.544704202.1545015744-1338357890.1541736574&amp;_gac=1.159217096.1543214431.Cj0KCQiArenfBRCoARIsAFc1FqeAJLw1SoPbdUvZ-h-q8zy-zjFGi47pNKD9tfWhrUHiyC8u0ptM8toaAr1ZEALw_wcB #JokowiAminNomor01diMedsos;;"	2018-12-17 11:01:21+00:00	SYasmin226	0	0	0	#JokowiAminNomor01diMedsos	True News
3276	Kinerja SBY Pembangunan Sumut	"PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut https://news.detik.com/berita/d-4345959/pdip-bandingkan-pembangunan-era-jokowi-dengan-sby-di-sumut?_ga=2.238725380.544704202.1545015744-1338357890.1541736574&amp;_gac=1.159217096.1543214431.Cj0KCQiArenfBRCoARIsAFc1FqeAJLw1SoPbdUvZ-h-q8zy-zjFGi47pNKD9tfWhrUHiyC8u0ptM8toaAr1ZEALw_wcB #JokowiAminNomor01diMedsos"	2018-12-17 10:15:55+00:00	kamaliajihan	0	0	0	#JokowiAminNomor01diMedsos	True News
3277	Kinerja SBY Pembangunan Sumut	*> PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut https://news.detik.com/berita/d-4345959/pdip-bandingkan-pembangunan-era-jokowi-dengan-sby-di-sumut?_ga=2.108457090.1602318843.1545014124-1469868217.1539079276 #01JokowiMenang #01JokowiPresiden #01IndonesiaMajuTerus	2018-12-17 07:32:35+00:00	witasusanti6	0	0	0	#01JokowiMenang #01JokowiPresiden #01IndonesiaMajuTerus	True News
3278	Kinerja SBY Pembangunan Sumut	"PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut`` #01JokowiPresiden #01JokowiMenang #01IndonesiaMajuTerus https://news.detik.com/berita/d-4345959/pdip-bandingkan-pembangunan-era-jokowi-dengan-sby-di-sumut?_ga=2.84029017.1721366256.1545012541-234956503.1538973585&amp;_gac=1.119979386.1544586163.Cj0KCQiA3b3gBRDAARIsAL6D-N9c5CmYd5ZOkse04l9HnLj_YiWdMu-vkIsyIwrdD5BX4GIJsMSRcxQaAvJnEALw_wcB"	2018-12-17 06:12:34+00:00	zzzidann75	0	0	0	#01JokowiPresiden #01JokowiMenang #01IndonesiaMajuTerus	True News
3279	Kinerja SBY Pembangunan Sumut	10 Tahun di Sumut Opo, Ono Ora? Djarot Bandingkan Pembangunan Era SBY dan Jokowi - http://BRITO.ID https://www.brito.id/post/10-tahun-di-sumut-opo-ono-ora-djarot-bandingkan-pembangunan-era-sby-dan-jokowi	2018-12-17 05:44:43+00:00	britonews	0	0	0		True News
3280	Kinerja SBY Pembangunan Sumut	Terlepas dari soal pembangun pisik di Sumut, SBY adalah pembangun demokrasi. Komunitas bangsa berkembang dgn baik. Juga pembangunan nasional relejius. Nyata kita rasakan saat ini @hincapandjaitan @PDemokrat	2018-12-17 05:42:26+00:00	hamdan_haraha	0	0	0		True News
3281	Kinerja SBY Pembangunan Sumut	"PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut-- https://news.detik.com/berita/d-4345959/pdip-bandingkan-pembangunan-era-jokowi-dengan-sby-di-sumut?_ga=2.238725380.544704202.1545015744-1338357890.1541736574&amp;_gac=1.159217096.1543214431.Cj0KCQiArenfBRCoARIsAFc1FqeAJLw1SoPbdUvZ-h-q8zy-zjFGi47pNKD9tfWhrUHiyC8u0ptM8toaAr1ZEALw_wcB #01JokowiMenang #01JokowiPresiden #01IndonesiaMajuTerus"	2018-12-17 04:58:46+00:00	ghainaghina	0	0	0	#01JokowiMenang #01JokowiPresiden #01IndonesiaMajuTerus	True News
3282	Kinerja SBY Pembangunan Sumut	Sby hanya membangun di sentra2 bisnis, dia tidak peduli yg di daerah pinggiran, sby itu tidak adil dqlam pembangunan. Supaya kamu tahu umar, keliling dulu kau SUMUT supaya tahu	2018-12-17 00:22:14+00:00	jannasilalahi1	0	0	0		True News
3283	Kinerja SBY Pembangunan Sumut	PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut - detikNews http://dlvr.it/QtjymL LANJUTKAN !!!	2018-12-16 13:05:03+00:00	Rep_Indonesia1	0	0	0		True News
3284	Kinerja SBY Pembangunan Sumut	Djarot Bandingkan Pembangunan di Sumut era SBY dan Jokowi http://kabar7.com/detail/djarot-bandingkan-pembangunan-di-sumut-era-sby-dan-jokowi/22003/2018-12-16	2018-12-16 11:58:40+00:00	kabar7_news	0	0	0		True News
3285	Kinerja SBY Pembangunan Sumut	Djarot bandingkan pembangunan di Sumut era SBY dan Jokowi https://www.harianaceh.co.id/2018/12/16/djarot-bandingkan-pembangunan-di-sumut-era-sby-dan-jokowi/	2018-12-16 11:01:21+00:00	kbharianaceh	0	0	0		True News
3286	Kinerja SBY Pembangunan Sumut	Berita terbaru (Djarot bandingkan pembangunan di Sumut era SBY dan Jokowi) telah ada di http://PILPRES.id - https://pilpres.id/info/djarot-bandingkan-pembangunan-di-sumut-era-sby-dan-jokowi.html	2018-12-16 10:54:45+00:00	pilpres_id	0	0	0		True News
3287	Kinerja SBY Pembangunan Sumut	Djarot bandingkan pembangunan di Sumut era SBY dan Jokowi https://ift.tt/2jkaSfw	2018-12-16 10:48:58+00:00	AriKurniawan95	0	0	0		True News
3288	Kinerja SBY Pembangunan Sumut	PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut https://www.hetanews.com/article/145778/pdip-bandingkan-pembangunan-era-jokowi-dengan-sby-di-sumut	2018-12-16 10:00:47+00:00	hetanewscom	0	0	0		True News
3289	Kinerja SBY Pembangunan Sumut	Djarot Bandingkan Hasil Pembangunan di Sumut Antara Masa Kepemimpinan SBY dan Jokowi https://goo.gl/fb/1hGhnU	2018-12-16 09:29:02+00:00	keponewsdotcom	0	0	0		True News
3290	Kinerja SBY Pembangunan Sumut	PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut https://ift.tt/2A06yHV	2018-12-16 08:37:23+00:00	RatnoWistu	0	0	0		True News
3291	Kinerja SBY Pembangunan Sumut	PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut 	2018-12-16 08:34:36+00:00	sealogistician	0	0	0		True News
3292	Kinerja SBY Pembangunan Sumut	@null PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut Ketua DPP PDIP Djarot https://news.detik.com/read/2018/12/16/150854/4345959/10/pdip-bandingkan-pembangunan-era-jokowi-dengan-sby-di-sumut	2018-12-16 08:30:15+00:00	galxxs	0	0	0		True News
3293	Kinerja SBY Pembangunan Sumut	PDIP Bandingkan Pembangunan Era Jokowi dengan SBY di Sumut https://ift.tt/2BnELkx	2018-12-16 08:27:18+00:00	RatnoWistu	0	0	0		True News
3294	Kondom Jokowi Ma'ruf	Memang kalau lht kyai ma'ruf memang ulama dan jokowi adalah presiden tapi simpatisanya adalah pasukan pemburu lendir jadi mungkin buat mereka tuh kondom untuk menarik peminat pemilu nanti supaya milik jokowi.kalau saya mah sabodoteuing.pilihan tetap no 2. #2019PrabowoPresidenRI	2019-03-10 04:51:31+00:00	LENTERAHATI79	1	0	0	#2019PrabowoPresidenRI	Other 1
3295	Kondom Jokowi Ma'ruf	"nyatanya nistaan soal kondom berpotret Jokowi Widodo - ma""ruf habis paling-paling dan layak di menyidik oleh petugas keamanan #JabarNgahiji #01MajuRakyatSenang #IndonesiaMaju #2019PilhJokowi #JokowiLagi #17AprilSultengPilihJokowi"	2019-03-10 17:03:49+00:00	AwanSethoo	0	0	0	#JabarNgahiji #01MajuRakyatSenang #IndonesiaMaju #2019PilhJokowi #JokowiLagi #17AprilSultengPilihJokowi	Other 2
3296	Kondom Jokowi Ma'ruf	Nyatanya fitnah soal Kondom Bergambar Jokowi - Ma'ruf sudah kelewatan dan harus di usut oleh Polisi #JabarNgahiji #01MajuRakyatSenang #IndonesiaMaju #2019PilhJokowi #JokowiLagi #17AprilSultengPilihJokowi	2019-03-10 16:04:04+00:00	latesttrendinfo	0	0	0	#JabarNgahiji #01MajuRakyatSenang #IndonesiaMaju #2019PilhJokowi #JokowiLagi #17AprilSultengPilihJokowi	Other 1
3297	Kondom Jokowi Ma'ruf	Watyutink - Beredar Kondom Bergambar Jokowi - Ma'ruf, TKN Akan Lapor Polisi https://m.watyutink.com/topik/viralnyuss/Beredar-Kondom-Bergambar-Jokowi-Maruf-TKN-Akan-Lapor-Polisi#.XIUf2gNEwGo.twitter	2019-03-10 14:31:58+00:00	yusufabualif	0	0	0		True News
3298	Kondom Jokowi Ma'ruf	Kondom Bergambar Jokowi – Ma’ruf Beredar, Gus Ubaid: Saya Dikirimi La Nyalla 	2019-03-10 04:35:43+00:00	wiraku07	0	0	0		False News
3299	Kondom Jokowi Ma'ruf	Kondom Bergambar Jokowi – Ma’ruf Beredar, Gus Ubaid: Saya Dikirimi La… http://dlvr.it/R0Wvk4 #Nasional #berita_jokowi_hari_ini #kondom	2019-03-10 02:04:02+00:00	PojokSatuBogor	0	0	0	#Nasional #berita_jokowi_hari_ini #kondom	False News
3300	Kondom Jokowi Ma'ruf	Apa lagi ini.. Kondom bergambar Jokowi - ma'ruf Jangan sampai kalian nanti lapor polisi ya.. Main fitnah dan nuduh 02 yang buat ini,jangan jangan kalian sendiri yang buat karena elektabilitas yang semakin terjun bebas. 	2019-03-09 15:14:43+00:00	Ary0977	0	0	0		Other 1
3301	Kondom Jokowi Ma'ruf	Relawan Geram Beredanya Kondom dengan Kemasan Jokowi -Ma'ruf https://ivoox.id/relawan-geram-beredanya-kondom-dengan-kemasan-jokowi-maruf/	2019-03-09 15:05:19+00:00	ivooxid	0	0	0		True News
3302	Kondom Jokowi Ma'ruf	TKN : Ada Yg Sebar Fitnah Kondom Bergambar Jokowi - Ma'ruf ini... Ini sdh keterlaluan ingin menang dgn cara hina spt ini... @fitnahlagi...	2019-03-09 12:59:15+00:00	FadilYahya7	0	0	0		Other 1
3303	Kondom Jokowi Ma'ruf	Heboh ada bungkus Kondom bergambar Jokowi Ma’ruf https://goo.gl/fb/2D7f27	2019-03-09 11:09:26+00:00	riaunewsmedia	0	0	0		False News
3304	Konvoi Menuju GBK	Cek Fakta: [SALAH] Video “Banteng – Jawa Tengah ber SATU konvoi menuju GBK” http://bit.ly/2G48O2M via @kabar_tangsel	2019-04-13 11:10:49+00:00	Kabar_Tangsel	0	0	0		True News
3305	Korupsi Dana Desa	"""ALAMAK!!!KORUPSI DANA UED-SP, KAJARI BENGKALIS TAHAN SEORANG KADES DI KECAMATAN RUPAT UTARA"" http://mareartoaritonang2018.blogspot.com/2018/09/dana-ued-spkajari-bengkalis-tahan.html"	2018-11-09 08:54:36+00:00	a_marearto	1	0	0		True News
3306	Korupsi Dana Desa	Paling banyak itu di korupsi kades dan gengnya, tapi satgas dana desa diam aja....	2018-11-07 22:56:51+00:00	PEMERHATI_DESA	1	0	0		Other 2
3307	Korupsi Dana Desa	WONOGIRI: KADES TERSANGKA KORUPSI, DANA DESA TREMES DISETOP http://sapa.or.id/b1/132-pmk/12883-dana-desa-tremes-wonogiri-stop	2018-11-09 03:53:06+00:00	admsapa	0	0	0		Other 1
3308	Korupsi Dana Desa	Eks Kades-Sekdes Ditahan Karena Kasus Korupsi Dana Desa Rp 309 Juta - (http://tipidkorpolri.info/eks-kades-sekdes-ditahan-karena-kasus-korupsi-dana-desa-rp-309-juta/)	2018-11-09 01:47:06+00:00	tipidkor	0	0	0		Other 1
3309	Korupsi Dana Desa	"Kades Tersangka Korupsi, Dana Desa Tremes Wonogiri Disetop http://soloraya.solopos.com/read/20181108/495/951431/kades-tersangka-korupsi-dana-desa-tremes-wonogiri-disetop?utm_source=dlvr.it&amp;utm_medium=twitter"	2018-11-08 11:16:53+00:00	soloposdotcom	0	0	0		Other 1
3310	Korupsi Dana Desa	Korupsi Dana Desa, Kades Sempol di Tetapkan Tersangka http://dlvr.it/Qqjy3N	2018-11-08 03:01:06+00:00	Lintas_Magetan	0	0	0		Other 1
3311	Korupsi Dana Desa	Diduga Korupsi Dana Desa, Kades Grogol Sukoharjo Dipolisikan http://sieradmu.com/diduga-korupsi-dana-desa-kades-grogol-sukoharjo-dipolisikan/ lewat @sieradMU #news #sukoharjo #hukum	2018-11-07 23:52:28+00:00	info_suaraanda	0	0	0	#news #sukoharjo #hukum	Other 1
3312	Korupsi Dana Desa	Diduga Korupsi Dana Desa, Mantan Kades dan Sekdes Ditahan - http://riaupotenza.com http://riaupotenza.com/berita/22145/diduga-korupsi-dana-desa-mantan-kades-dan-sekdes-ditahan-	2018-11-07 12:06:48+00:00	RiauPotenza	0	0	0		Other 1
3313	Korupsi Dana Desa	Polisi Tahan Mantan Kades dan Sekdes di Inhil yang Jadi Tersangka Korupsi Dana Desa https://www.amirariau.com/?p=18270	2018-11-07 08:46:17+00:00	amirariau	0	0	0		Other 1
3314	Korupsi Dana Desa	Korupsi Dana Desa Rp309 Juta, Oknum Kades dan Sekdes di Indragiri Hilir Ditahan Polisi https://goo.gl/YYECvm .. #PotretNews	2018-11-07 04:28:03+00:00	POTRETNEWSriau	0	0	0	#PotretNews	Other 1
3315	Korupsi Dana Desa	Gurih-gurih sedap korupsi dana desa, sampai 900 kades terciduk aparat | http://merdeka.com https://www.merdeka.com/uang/gurih-gurih-sedap-korupsi-dana-desa-sampai-900-kades-terciduk-aparat.html lewat @merdekadotcom	2018-11-07 02:25:13+00:00	uniqueK5olshop	0	0	0		Other 1
3316	Korupsi Dana Desa	Kades di tahan karena korupsi Dana Desa https://news.detik.com/berita/d-4289697/eks-kades-sekdes-ditahan-di-kasus-korupsi-dana-desa-rp-309-juta	2018-11-06 07:08:43+00:00	cyberisce	0	0	0		Other 1
3317	Korupsi Dana Desa	Gurih-gurih sedap korupsi dana desa, sampai 900 kades terciduk aparat | http://merdeka.com https://m.merdeka.com/uang/gurih-gurih-sedap-korupsi-dana-desa-sampai-900-kades-terciduk-aparat.html http://merdeka.com/	2018-11-04 01:21:00+00:00	gus_robie	0	0	0		Other 1
3318	Korupsi Indonesia Stadium Empat	Jokowi Memerlukan Pemerintahan Dilan, Prabowo Nilai Korupsi Sudah Stadium 4 http://kaltim.tribunnews.com/2019/03/30/jokowi-memerlukan-pemerintahan-dilan-prabowo-nilai-korupsi-sudah-stadium-4 via @tribunkaltim #Pemilu2019 #Pilpres #DebatKandidat #Indonesia #Pilpres2019 #Jokowi #Prabowo	2019-03-30 13:59:07+00:00	tribunkaltim	1	1	0	#Pemilu2019 #Pilpres #DebatKandidat #Indonesia #Pilpres2019 #Jokowi #Prabowo	True News
3319	Korupsi Indonesia Stadium Empat	Dilanjutkan dengan pupuk memupuk pesimisme. Jangan tanya lagi, kubu 02 memang ahlinya. Sederetan pesimisme bisa kita jumpai disela-sela pidato capres 02. #02TunggangiIslam Indonesia bubar lah, korupsi seperti kanker stadium 4???	2019-04-03 22:18:00+00:00	Delematis	0	1	0	#02TunggangiIslam	True News
3320	Korupsi Indonesia Stadium Empat	Debat Pilpres, Prabowo: Korupsi di Indonesia Stadium 4 http://dlvr.it/R1rlSR #pantaucom #debatpilpres2019 #debatcapres #prabowosubianto	2019-03-30 13:45:02+00:00	pantau_com	0	1	0	#pantaucom #debatpilpres2019 #debatcapres #prabowosubianto	True News
3321	Korupsi Indonesia Stadium Empat	Prabowo: Saya berpandangan, korupsi di Indonesia sudah berada di taraf yang parat. Sudah stadium 4. Rakyat ingin negara yang pemerintahannya tidak korup. Live streaming: https://bit.ly/2V6awqS #DebatKeempatPilpres2019 #Pilpres2019	2019-03-30 13:15:58+00:00	Bisniscom	0	1	0	#DebatKeempatPilpres2019 #Pilpres2019	True News
3322	Korupsi Indonesia Stadium Empat	Disingapura PRABOWO mengatakan Korupsi INDONESIA stadium 4. CALON PEMIMPIN tdk seharusnya menjelekkan negaranya di luar negeri.	2019-04-03 11:51:16+00:00	alvius_alberd	1	0	0		True News
3323	Korupsi Indonesia Stadium Empat	"Kata Tompi ""Kanker aja stadiumnya hanya sampai empat, kalau korupsi di Indonesia menurut saya sudah lebih dari stadium empat dan seperti penyakit keturunan"""	2019-04-02 07:00:00+00:00	kanal_kpk	1	0	0		True News
3324	Korupsi Indonesia Stadium Empat	Saya gk butuh followback dari bpk,yg saya butuh kan bpk jdi presiden Republik Indonesia..klw bpk jdi presiden saya cmn nitip pesan Hukum Mati Para KORUPTOR karena korupsi di indonesia sudah stadium 8	2019-04-02 05:27:03+00:00	Andriano212	1	0	0		True News
3325	Korupsi Indonesia Stadium Empat	Hah, masa banyakan korupsinya?😱 Nah kan berarti bener, korupsi di Indonesia udah stadium 4. Dibilangin gak percaya sih!	2019-03-31 12:26:38+00:00	Ivonedarm	1	0	0		True News
3326	Korupsi Indonesia Stadium Empat	"Seorang yg jelekkan negara di forum internasioanl dg kt kan indonesia korupsi stadium 4..dan yg merendahkan TNI di dpn publik (debat) gak layak jd presiden..TNI tahu kpn hrs bertindak saat negara membutuhkan.jd gak usah jumawa dg merendahkan TNI dan katakan dirinya ""lebih dr TNI"""	2019-03-31 10:35:40+00:00	prahar_77	1	0	0		False News
3327	Korupsi Indonesia Stadium Empat	Stadium 6. Pemerintahan Jokowi terkena apesnya. Bersih2 sdh dilakukan dr jaman pak Habibie (kl tidak salah), dan berlanjut smp sekarang ini. Apakah yakin bs menghentikan korupsi yg sdh mendarah daging? Ibarat pelacuran dan drug trade, mati satu tumbuh ratusan. Di Indonesia.	2019-03-30 23:58:24+00:00	jeuneaout58_ip	1	0	0		True News
3328	Korupsi Indonesia Stadium Empat	"Debat Capres : Prabowo Nilai Korupsi di Indonesia Stadium IV https://news.harianjogja.com/read/2019/03/30/500/981905/debat-capres-prabowo-nilai-korupsi-di-indonesia-stadium-iv?utm_source=dlvr.it&amp;utm_medium=twitter"	2019-03-30 13:47:03+00:00	Harian_Jogja	1	0	0		True News
3329	Korupsi Indonesia Stadium Empat	Sementara Prabowo kembali mengulang isu lama yang sering dilontarkannya, keboncoran anggaran, tak ratio, korupsi stadium 4, dan soal kekayaan Indonesia di luar negeri. #JuaraItuSATU	2019-04-01 03:36:59+00:00	MariaSuhari	0	0	1	#JuaraItuSATU	True News
3330	Korupsi Indonesia Stadium Empat	"Pokoknya intinya bgini:"" seorang yg hina negara di depan forum internasioanal dg kt kan indonesia korupsi stadium 4,dan yg rendahkan TNI di depan publik TDK LAYAK JADI PRESIDEN. TNI itu tahu kpn hrs bertindak,,jd yg ngaku ""lbh dr TNI"" ga usah jumawa.tong kosong nyaring bunyinya."	2019-03-31 10:40:13+00:00	prahar_77	0	0	1		False News
3331	Korupsi Indonesia Stadium Empat	Visi Misi @prabowo: Saya kira korupsi di Indonesia sudah stadium 4. Jika diberikan mandat, kami akan membersihkan lembaga-lembaga pemerintah dari korupsi. #DebatPilpres2019	2019-03-30 13:25:26+00:00	akuratco	0	0	1	#DebatPilpres2019	True News
3332	Korupsi Indonesia Stadium Empat	Korupsi Indonesia Stadium 4, Jokowi Kembali Membantah https://www.publica-news.com/berita/pemilu/2019/03/31/27687/korupsi-indonesia-stadium-4-jokowi-kembali-membantah.html	2019-04-04 06:11:54+00:00	publicanews	0	0	0		True News
3333	Korupsi Indonesia Stadium Empat	Korupsi di Indonesia sudah dalam taraf sangat parah, sudah stadium 4! 	2019-04-04 05:50:11+00:00	KataPrabowo	0	0	0		True News
3334	Korupsi Indonesia Stadium Empat	Dilanjutkan dengan pupuk memupuk pesimisme. Jangan tanya lagi, kubu 02 memang ahlinya. Sederetan pesimisme bisa kita jumpai disela-sela pidato capres 02. Indonesia bubar lah, korupsi seperti kanker stadium 4???#02TunggangiIslam	2019-04-03 22:38:00+00:00	ChristGonzals	0	0	0	#02TunggangiIslam	True News
3335	Korupsi Indonesia Stadium Empat	Belum ada tanda2 bangsa lain hina bangsa indonesia ,malah bangsa kita sendiri yg menghina spt ,indonesia akan punah di 2030,indonesia rapuh ,stadium 4 korupsi dan msh bnyk lagi	2019-04-03 11:51:38+00:00	NarkoSunarko2	0	0	0		True News
3336	Korupsi Indonesia Stadium Empat	Persoalan politik uang di indonesia sudah jadi penyakit kanker stadium 4 alias sdh mau koit. Jd level korupsi sdh barang grosiran aliaa sdh kayak jamur dimusim hujan. Pesta politik ini dianggap oleh rakyat hanya menciptakan oligarki baru jauh dr harapan rakyat #ILCSeranganFajar	2019-04-02 13:59:55+00:00	SamuelFSilaen	0	0	0	#ILCSeranganFajar	True News
3337	Korupsi Indonesia Stadium Empat	[CEK FAKTA] Tingkat Korupsi di Indonesia Sudah di Stadium 4, Benarkah? 	2019-04-02 03:14:24+00:00	habieb_aljuneid	0	0	0		True News
3338	Korupsi Indonesia Stadium Empat	“Dalam arah yang tidak benar, rakyat kita sudah merasakan hal tersebut, korupsi di Indonesia sudah sangat parah dan bisa di sebut stadium empat. Setiap proyek tidak ada yang beres,” tuturnya. #NegaraAncurKokKetawa #NegaraAncurKokKetawa	2019-04-01 04:32:53+00:00	NamagaPuput	0	0	0	#NegaraAncurKokKetawa #NegaraAncurKokKetawa	True News
3339	Korupsi Indonesia Stadium Empat	[CEK FAKTA] Tingkat Korupsi di Indonesia Sudah di Stadium 4, Benarkah? https://www.idntimes.com/news/indonesia/santi-dewi/cek-fakta-tingkat-korupsi-indonesia-stadium via @idntimes	2019-03-31 11:40:59+00:00	santidewi888	0	0	0		True News
3340	Korupsi Indonesia Stadium Empat	Bener2 parah ini mah, duit bencana dikorup juga. Ga salah prabowo bilang korupsi di indonesia udah stadium 4	2019-03-31 10:30:03+00:00	TheReal_Rizkhy	0	0	0		True News
