index	topic	tweets	date	username	likes	retweets	replies	hashtags	class
1252	Margaretha Nainggolan Meninggal	Mereka bikin malu umat Islam Diisukan Meninggal, 'Margaretha Nainggolan' Ngadu ke Polres Tangsel 	2019-05-24 13:41:15+00:00	RudyPRONKRI	9	3	0		True News
1253	Margaretha Nainggolan Meninggal	"Kampret bikin hoak ttg sesosok ""Margaretha Nainggolan"". Orang BakKris tapi ikut demo di dpn bawaslu kmrn yg meninggal katanya gr2 gas air mata."	2019-05-23 23:46:06+00:00	Malcinisti	3	3	3		True News
1254	Margaretha Nainggolan Meninggal	Diisukan Meninggal, 'Margaretha Nainggolan' Ngadu ke Polres Tangsel https://m.detik.com/news/berita/d-4564100/diisukan-meninggal-margaretha-nainggolan-ngadu-ke-polres-tangsel @zarazettirazr @hanumrais @Restcayah DIMANA KEMALUAN KALIAN?	2019-05-24 13:17:22+00:00	kopitoba	1	3	1		True News
1255	Margaretha Nainggolan Meninggal	org msh hdp dbilang sdh meninggal cuman buat kepentingan politik. skrg kita tau siapa mereka. #PerusuhMenjarahRakyatKecil @rianantony4 @EropaJokowi @L0v3d0lph1n @LisaYusuf @KalengRidwan Diisukan Meninggal, 'Margaretha Nainggolan' Ngadu ke Polres Tangsel https://news.detik.com/berita/d-4564100/diisukan-meninggal-margaretha-nainggolan-ngadu-ke-polres-tangsel	2019-05-24 15:24:17+00:00	arimanik	6	2	3	#PerusuhMenjarahRakyatKecil	True News
1256	Margaretha Nainggolan Meninggal	Buat teman semua....hindari berita yg tdk jelas kebenarannya 🙏🙏 Mohon cek kembali info nya sblm berbagi. ____________________________________ Diisukan Meninggal, 'Margaretha Nainggolan' Ngadu ke Polres Tangsel http://detik.id/VDBoIt	2019-05-24 14:34:48+00:00	D_enn7	6	2	1		True News
1257	Margaretha Nainggolan Meninggal	Nah.. Percayakan..!!! kroscek dulu baru upload.. Penyebar hoax pertama kedua ketiga dan seterusnya bakal kena jerat hukum.. #Ruh212 #MCAHacktivis Diisukan Meninggal, 'Margaretha Nainggolan' Ngadu ke Polres Tangsel http://detik.id/VDBoIt	2019-05-24 15:55:05+00:00	Gen02Mca	6	2	0	#Ruh212 #MCAHacktivis	True News
1258	Margaretha Nainggolan Meninggal	Diisukan Meninggal, 'Margaretha Nainggolan' Ngadu ke Polres Tangsel http://cari.news/KFVt https://cari.news/KFVt	2019-05-24 13:36:01+00:00	cari_news	2	2	0		True News
1259	Margaretha Nainggolan Meninggal	Ketika kecepatan jempol mengalahkan kecepatan cahaya... Diisukan Meninggal, 'Margaretha Nainggolan' Ngadu ke Polres Tangsel http://detik.id/VDBoIt	2019-05-24 21:21:01+00:00	angga_s_prabowo	1	2	0		True News
1260	Margaretha Nainggolan Meninggal	https://news.detik.com/berita/d-4564100/diisukan-meninggal-margaretha-nainggolan-ngadu-ke-polres-tangsel Wanita yang disebut-sebut bernama Margaretha Nainggolan dan diisukan meninggal karena ikut aksi 22 Mei itu ternyata bernama Febina Priscila. Dia masih hidup.	2019-05-24 13:31:00+00:00	adity4riky	1	2	0		True News
1261	Margaretha Nainggolan Meninggal	"Diisukan Meninggal, 'Margaretha Nainggolan' Ngadu ke Polres Tangsel https://m.detik.com/news/berita/d-4564100/diisukan-meninggal-margaretha-nainggolan-ngadu-ke-polres-tangsel?utm_source=whatsapp&amp;utm_campaign=detikcomsocmed&amp;utm_medium=btn&amp;utm_content=news"	2019-05-24 12:50:44+00:00	TaufiqMarhaban	0	2	0		True News
1262	Margaretha Nainggolan Meninggal	Diisukan Meninggal, 'Margaretha Nainggolan' Ngadu ke Polres Tangsel ― #Pemilu2019 #Pilpres2019 #JokowiPelanggarHAM http://bit.ly/2K4dY2G	2019-05-24 17:29:43+00:00	demokrasicoid	2	1	0	#Pemilu2019 #Pilpres2019 #JokowiPelanggarHAM	True News
1263	Margaretha Nainggolan Meninggal	https://news.detik.com/read/2019/05/24/192235/4564100/10/diisukan-meninggal-margaretha-nainggolan-ngadu-ke-polres-tangsel Wanita yang disebut-sebut bernama Margaretha Nainggolan dan diisukan meninggal karena ikut aksi 22 Mei itu ternyata bernama Febina Priscila. Dia masih hidup.	2019-05-24 15:39:36+00:00	Christ_Zebaoth	2	1	0		True News
1264	Margaretha Nainggolan Meninggal	🤔... tolong konfirmasi keluarga Margaretha Nainggolan. RS nya dimana??? Soalnya ngak ada yg namanya di catat korban meninggal.	2019-05-23 21:24:51+00:00	2015Frenddy	0	1	2		Other 1
1265	Margaretha Nainggolan Meninggal	Margaretha nainggolan, lawyer, cakep, punya baby 4 bulan, lakinya kemana? Kok istrinya ikut demo dibiarin? Ninggalin baby 4bulan? Trus pas meninggal jg ga ada kabar lakinya kemana? #hoax	2019-05-24 00:39:01+00:00	Gelvando	4	0	2	#hoax	True News
1266	Margaretha Nainggolan Meninggal	Ada2 ajah hoax nya ini ya, . Diisukan Meninggal, Margaretha Nainggolan ngadu ke Polres TangSel, . https://news.detik.com/berita/d-4564100/diisukan-meninggal-margaretha-nainggolan-ngadu-ke-polres-tangsel – at Grand Abe Hotel Jayapura	2019-05-24 14:43:48+00:00	ar_alexramandey	3	0	1		True News
1267	Margaretha Nainggolan Meninggal	Pintar kalian hanya buat HOHAX saja kawan.... Diisukan Meninggal, 'Margaretha Nainggolan' Ngadu ke Polres Tangsel http://detik.id/VDBoIt	2019-05-24 13:15:24+00:00	bangwin007	2	0	1		True News
1268	Margaretha Nainggolan Meninggal	#MargarethaNainggolan [12] Intinya postingan ttg MN ini #janggal, 3-4 level di bwh kejanggalan kisah pemukulan RS di Bandunglah. Lagipula sampai saat ini, berdsrkan data rumkit, kepolisian dan media berita, blm ditemukan info korban meninggal perempuan a/n. Margaretha Nainggolan.	2019-05-23 21:12:42+00:00	AwjaywosePhoto	2	0	1	#MargarethaNainggolan #janggal	True News
1269	Margaretha Nainggolan Meninggal	Trus, Margaretha Nainggolan meninggal atau engga? Kerena pengaduannya masalah penggunaan foto yang ternyata milik orang lain.	2019-05-24 15:11:26+00:00	JunkRicky	2	0	0		Other 2
1270	Margaretha Nainggolan Meninggal	Seliweran di linimasa ttg seorang wanita bernama Margaretha Nainggolan yg katanya ikut demo dan meninggal krn terkena gas air mata, ini serius beneran?. Kalau merujuk berita terakhir, jumlah korban meninggal ada 8 dan semuanya pria.	2019-05-24 06:45:41+00:00	UG_Moody	0	0	2		False News
1271	Ma'ruf Jatuh Sakit	Pasca KH Ma’ruf Sakit, Pengamat: Kubu Jokowi Ribut Posisi Cawapres http://bit.ly/2QHJ7fO	2018-12-07 00:39:33+00:00	demokrasicoid	502	343	179		False News
1272	Ma'ruf Jatuh Sakit	Kicauan kami tentang info sesat intelijen adalah soal TPN OPM (presiden sebenarnya sudah mengetahui info tersebut sehingga membatalkan kehadiran di G20) Semetara PHP yang diinisiasi oleh pihak dibalik Ma'ruf Amin terkait 212 akhirnya membuat cawapres MA tertekan dan jatuh sakit 	2018-12-06 14:21:42+00:00	do_ra_dong	198	114	10		Other 2
1273	Ma'ruf Jatuh Sakit	Cebong bukannya mendoakan kesembuhan Yai, malah sibuk ributin rebutan posisi caRI2. Pasca KH Ma’ruf Sakit, Pengamat: Kubu Jokowi Ribut Posisi Cawapres #2019GantiPresiden http://bit.ly/2QHJ7fO	2018-12-07 17:20:16+00:00	TawakalBack	3	5	0	#2019GantiPresiden	False News
1274	Ma'ruf Jatuh Sakit	Beginilah kelakuan kubu Jokowi. Mereka seperti burung pemakan bangkai. Jangan ikut planga-plongo, kapal sudah oleng. #2019GantiPresiden Pasca KH Ma’ruf Sakit, Pengamat: Kubu Jokowi Ribut Posisi Cawapres https://www.nusanews.id/2018/12/pasca-kh-maruf-sakit-pengamat-kubu.html?m=1	2018-12-07 16:10:56+00:00	herditiya1	3	4	0	#2019GantiPresiden	False News
1275	Ma'ruf Jatuh Sakit	Yha! Dan gw baca berita Kyai Ma'ruf sedang sakit ya? Ini salah satu kerugian jokowi milih cawapres yg sdh berumur, Beda dg Sandi yang lincah dan energic (bonus ganteng) 😀	2018-12-06 08:54:29+00:00	demagog_inc	1	2	1		Misleading News
1276	Ma'ruf Jatuh Sakit	Pasca KH Ma’ruf Sakit, Pengamat: Kubu Jokowi Ribut Posisi Cawapres Kan skenario petahana begitu!! NU saja yg gak faham selama ini. https://www.nusanews.id/2018/12/pasca-kh-maruf-sakit-pengamat-kubu.html?m=1	2018-12-08 00:11:17+00:00	agung_faysm	1	2	0		False News
1277	Ma'ruf Jatuh Sakit	Aduuh yg masih sakit hati gara2 ahok keok pilkada ya tong... Asyiikk Kyai Ma'ruf saksi ahli lgs melesat jadi cawapres ya tong	2018-12-06 14:58:56+00:00	arekgubeng2	0	0	3		Other 1
1278	Media Jepang 212	"yg tdk Menyiarkn Reuni Besar Aksi 212 dari Media Nasional. GTV, KOMPAS, METRO, TRANSTV, SCTV, yg menyiarkn scr lgsg Reuni Besar 212 dari TV Nasional.TVONE, &amp; Internasional. Al Jazeera, &amp;media Jepang. Luar biasa kekuatan dari Reuni #Spirit212 yg tdk akn prnh terlupakan dlm sejarah"	2018-12-12 07:02:49+00:00	HarryRidwan_Ay	358	143	10	#Spirit212	Misleading News
1279	Media Jepang 212	Pak @prabowo nih ada yg beritain media asing, sebut saja Jepang. jumlah reuni 212 cuma di tulis 100ribu orang.. Gimana nih Pak, bukan belasan juta, ini media jepang yg mengada ngada atau bapak yg mengada ngada ribuan jadi jutaan???? #CUMANANYA	2018-12-09 08:54:33+00:00	ndankletterman	2	1	1	#CUMANANYA	Misleading News
1280	Media Jepang 212	"Oh iya satu hal lagi bu.... Mank lu bisa menstandartkan hitungan media jepang itu benar dari mana???? Hanya krn ""perkiraan"" media jepang pas seusai keinginan lu buat nyinyiran 212 makanya lu angkat... Senang bangat lu bu jadi PROVOKATOR BANGSA"	2018-12-09 07:28:42+00:00	sult4n_z4in	3	0	3		Other 1
1281	Media Jepang 212	Media lokal diboikot sdg media luar pd meliput tp media jepang ini sangat keterlaluan mlh memperkirakan 100rb jumlah reuni 212,dibredel aja pak😂	2018-12-09 13:15:23+00:00	Sangadj49570204	2	0	1		Misleading News
1282	Media Jepang 212	"Hwaduh..... Keknya dah saatnya 212 boikot Wartawan Jepang, dan saatnya 212 punya media sendiri ""HULAIHI TV""."	2018-12-12 02:12:35+00:00	ZheeOmega	2	0	0		Other 1
1283	Megawati Mengakui Kemenangan Prabowo	"Ini bukan gambar video Megawati mengakui kemenangan Prabowo di #Pilpres2019. Di video asli CNN Indonesia, kata ""Sumatera"" tertulis di atas persentase suara, sedangkan di gambar postingan Facebook, kata ""Sumatera"" dikaburkan. http://u.afp.com/Megawati"	2019-04-19 09:19:20+00:00	AFPperiksafakta	22	32	0	#Pilpres2019	True News
1284	Megawati Mengakui Kemenangan Prabowo	Banteng Muda Laporkan Hoax 'Mega Akui Prabowo Menang' ke Polri https://news.detik.com/berita/d-4519112/banteng-muda-laporkan-hoax-mega-akui-prabowo-menang-ke-polri kun tersebut diduga menyebarkan hoax seolah-olah Ketum PDIP Megawati Soekarnoputri mengakui klaim kemenangan Prabowo Subiatno dalam Pilpres 2019.	2019-04-21 12:57:50+00:00	triwul82	36	22	0		True News
1285	Megawati Mengakui Kemenangan Prabowo	kun tersebut diduga menyebarkan hoax seolah-olah Ketum PDIP Megawati Soekarnoputri mengakui klaim kemenangan Prabowo Subiatno dalam Pilpres 2019. 	2019-04-21 13:03:29+00:00	detikcom	58	12	7		True News
1286	Megawati Mengakui Kemenangan Prabowo	[SESAT] Megawati tidak mengakui kemenangan Prabowo #cekfaktaPemilu2019 #tempocekfakta	2019-04-21 00:38:03+00:00	tempocekfakta	3	4	1	#cekfaktaPemilu2019 #tempocekfakta	True News
1287	Megawati Mengakui Kemenangan Prabowo	Bang @fadlizon apakah benar Megawati (emak banteng) mengakui kemenangan pak @prabowo kalo bener saya bersyukur banget...soal nya kami sebagai rakyat bawah mengharapkan perubahan dan sudah muak sama istana kodok 	2019-04-18 14:32:28+00:00	RioAngg70091918	2	0	0		Misleading News
1288	Mekaar Menjangkau Nasabah	Seperti pada nasabah PNM Mekaar, mereka tidak harus memiliki usaha lebih dulu saat mengajukan pembiayaan. Langkah ini diambil untuk mendorong partisipasi masyarakat dalam sektor wirausaha. Program Mekaar ditujukan khusus bagi ibu-ibu prasejahtera yang produktif.	2019-04-16 03:25:43+00:00	PNM_Persero	0	6	1		Other 1
1289	Mekaar Menjangkau Nasabah	"[CekFakta] ""Benarkah pernyataan Presiden Joko Widodo bahwa program Membina Ekonomi Keluarga Sejahtera (Mekaar) telah menjangkau 4,2 juta nasabah?"" https://cekfakta.com/focus/1797 #cekfaktalive #cekfaktadebatpilpres2019"	2019-04-13 15:57:23+00:00	TurnBackHoax	2	2	1	#cekfaktalive #cekfaktadebatpilpres2019	True News
1290	Menlu Mengimbau KBRI Arab Saudi	KJRI Jeddah menepis pernyataan Habib Rizieq yang menyebut Menlu Retno mengimbau staf KBRI dan KJRI di Arab Saudi untuk memenangkan Jokowi http://bit.ly/2OAbFV4	2019-04-01 11:48:08+00:00	detikcom	37	18	52		True News
1291	Menlu Mengimbau KBRI Arab Saudi	https://news.detik.com/berita/d-4492922/tepis-habib-rizieq-kjri-jeddah-tegaskan-menlu-tak-ajak-menangkan-jokowi dasar biang fitnah KJRI Jeddah menepis pernyataan Habib Rizieq yang menyebut Menlu Retno mengimbau staf KBRI dan KJRI di Arab Saudi untuk memenangkan Jokowi	2019-04-01 15:12:06+00:00	p_politik	19	8	1		True News
1292	Menlu Mengimbau KBRI Arab Saudi	"Kek gini yg mau dijemput nih pak @prabowo 😏 ""Sangat tdk benar Menlu RI datang ke Arab Saudi u/ mengarahkan KBRI &amp; KJRI u/ menyukseskan pasangan capres-cawapres tertentu. Tuduhan MRS dlm video yg dibuat di Kota Suci Madinah tsb adl mrpk fitnah,"" ujar Agus https://news.detik.com/berita/d-4493146/dubes-ri-untuk-saudi-habib-rizieq-tebar-fitnah-di-kota-suci"	2019-04-01 14:39:39+00:00	Je_Ly	9	5	1		True News
1293	Menlu Mengimbau KBRI Arab Saudi	https://news.detik.com/read/2019/04/01/183331/4492922/10/tepis-habib-rizieq-kjri-jeddah-tegaskan-menlu-tak-ajak-menangkan-jokowi KJRI Jeddah menepis pernyataan Habib Rizieq yang menyebut Menlu Retno mengimbau staf KBRI dan KJRI di Arab Saudi untuk memenangkan Jokowi	2019-04-01 15:19:58+00:00	tatangtox	2	1	1		True News
1294	Menlu Mengimbau KBRI Arab Saudi	"Imam Besar FPI HRS menyebut Menlu Retno LP Marsudi mengimbau staf KBRI Riyadh &amp; KJRI Jeddah di Arab Saudi agar memenangkan capres 01 Jkw. hal ini merisaukan staf Kedubes &amp; KJRI di Saudi. Lawan kecurangan yg semakin nyata!!😎 #16HariLagi02Menang"	2019-04-01 10:31:45+00:00	nndid17042019	2	0	0	#16HariLagi02Menang	False News
1295	Menpora Imam Nahrawi Mundur	Seharian ini beredar kabar bahwa Menpora Imam Nahrawi akan mundur dari jabatannya malam ini. Namun, isu itu sudah dibantah Ketua DPP PKB Abdul Kadir Karding dan Sesmenpora Gatot S. Dewa Broto. Masih kami pantau apakah itu kabar HOAX atau bukan.	2019-04-30 12:45:41+00:00	ainurohman	27	18	5		True News
1296	Menpora Imam Nahrawi Mundur	[SALAH] Menpora Imam Nahrawi Mundur Dari Jabatannya Pesan berantai melalui aplikasi pesan Whatsapp mengenai isu ... Imam Nahrawi menegaskan, isu yang menyatakan dirinya mengundurkan diri dari jabatannya merupakan hoaks. Selengkapnya di http://bit.ly/2WmXy8H #LawanHoax	2019-05-04 10:58:02+00:00	TurnBackHoax	11	16	0	#LawanHoax	True News
1297	Menpora Imam Nahrawi Mundur	Terkait Kasus Suap KONI, Menpora Imam Nahrawi Diisukan Mundur #318DiedInTheWorstINAelection #StopVietnamIllegalFishing	2019-04-30 13:34:53+00:00	geloraco	20	11	5	#318DiedInTheWorstINAelection #StopVietnamIllegalFishing	False News
1298	Menpora Imam Nahrawi Mundur	PKB Bantah Isu Menpora Imam Nahrawi Mundur dari Kabinet Jokowi 	2019-04-30 16:09:33+00:00	temponasional	4	7	3		True News
1299	Menpora Imam Nahrawi Mundur	PKB Bantah Isu Imam Nahrawi Mundur dari Menpora: Hoax Itu 	2019-04-30 23:50:32+00:00	VIVAcoid	11	4	7		True News
1300	Menpora Imam Nahrawi Mundur	Imam Nahrawi Bantah Mundur sebagai Menpora http://metrotvn.ws/8kowx1Dk	2019-05-03 14:05:06+00:00	Metro_TV	11	3	1		True News
1301	Menpora Imam Nahrawi Mundur	Menghadap Jokowi, Imam Nahrawi Mundur dari Menpora? [News] #TauCepatTanpaBatas.	2019-04-30 16:24:10+00:00	okezonenews	14	2	9	#TauCepatTanpaBatas	False News
1302	Menpora Imam Nahrawi Mundur	Terkait Kasus Suap KONI, Menpora Imam Nahrawi Diisukan Mundur ― #Pemilu2019 #CurangItuDosa #PecundangMainCurang #IndonesiaIbuKotaBaru #StopVietnamIllegalFishing http://bit.ly/2ITi3qn	2019-04-30 14:39:55+00:00	demokrasicoid	6	2	0	#Pemilu2019 #CurangItuDosa #PecundangMainCurang #IndonesiaIbuKotaBaru #StopVietnamIllegalFishing	False News
1303	Menpora Imam Nahrawi Mundur	Kabar Imam Mundur Sebagai Menpora, Politisi PKB: Hoax http://brt.st/6c0g	2019-04-30 14:19:00+00:00	Beritasatu	5	2	1		True News
1304	Menpora Imam Nahrawi Mundur	Menghadap Jokowi, Imam Nahrawi Mundur dari Menpora? #TauCepatTanpaBatas. https://news.okezone.com/read/2019/04/30/337/2049994/menghadap-jokowi-imam-nahrawi-mundur-dari-menpora-	2019-04-30 12:51:40+00:00	okezonenews	8	1	1	#TauCepatTanpaBatas	False News
1305	Menpora Imam Nahrawi Mundur	"Menpora Imam Nahrawi Dikabarkan Mundur, Begini Jawaban Istana https://news.harianjogja.com/read/2019/04/30/500/988946/menpora-imam-nahrawi-dikabarkan-mundur-begini-jawaban-istana?utm_source=dlvr.it&amp;utm_medium=twitter"	2019-04-30 15:52:33+00:00	Harian_Jogja	2	1	1		False News
1306	Menpora Imam Nahrawi Mundur	PKB Tepis Isu Menpora Imam Nahrawi Akan Mundur Usai Bertemu Jokowi http://bit.ly/2ISA60a	2019-05-01 11:46:21+00:00	liputan6dotcom	10	0	0		True News
1307	Menpora Imam Nahrawi Mundur	Imam Nahrawi Pastikan Isu Mundur dari Menpora Hoaks 	2019-04-30 16:23:09+00:00	CNNIndonesia	8	0	2		True News
1308	Menpora Imam Nahrawi Mundur	Imam Nahrawi mengaku baru mengetahui soal dirinya diisukan mundur sebagai Menpora. http://republika.co.id/berita/sepakbola/freekick/19/05/03/pqxexw354-diisukan-mundur-ini-kata-menpora	2019-05-03 11:37:09+00:00	republikaonline	3	0	1		True News
1309	Menpora Imam Nahrawi Mundur	"Politikus PKB ke Imam Nahrawi: Apa Benar Sampean Mundur dari Menpora? https://amp.suara.com/news/2019/05/01/185721/politikus-pkb-ke-imam-nahrawi-apa-benar-sampean-mundur-dari-menpora?utm_source=twitter.dlvrit&amp;utm_medium=twitter&amp;utm_campaign=suaradotcom"	2019-05-01 12:01:32+00:00	suaradotcom	2	0	0		False News
1310	Menteri Jokowi Impor Beras	Prabowo: Knp menteri Bpk tdk 1 suara, ada yg blg beras cukup, ada yg blg hrs impor? Jokowi: Menteri itu beda pendapat gpp, di rapat juga berdebat. Justru kalau menteri sama pendapat semua itu tdk baik, tdk ada saling kontrol. Nanti setelah di rapat itu br diputuskan. 🔥🔥🔥	2019-01-17 15:05:47+00:00	stephaniezen	49	70	2		True News
1311	Menteri Jokowi Impor Beras	Nah mulai disebut nama pejabat dan komoditasnya saat Dirut Bulog ribut di media dengan menteri soal impor beras.. Jokowi jawabnya ribut di dalam sidang itu biasa.. Tidak menjawab dengan baik #DebatPilpres2019	2019-01-17 15:03:41+00:00	kurawa	75	64	12	#DebatPilpres2019	True News
1312	Menteri Jokowi Impor Beras	Calon presiden nomor urut 2 Prabowo Subianto mengaku bingung terhadap menteri-menteri Jokowi terkait impor beras. 	2019-01-17 15:50:48+00:00	detikfinance	10	5	3		True News
1313	Menteri Jokowi Impor Beras	Kegaduhan Bulog dan Menteri Perdagangan sudah di putuskan Jokowi untuk TETAP IMPOR BERAS menjelang panen, punya wewenang untuk mensejahterahkan petani Indonesia tapi tidak digunakan, lantas berpihak pada kepentingan siapa?	2019-01-17 15:30:37+00:00	Yossi_YeEs	5	3	0		True News
1314	Menteri Jokowi Impor Beras	RETORIKA JKW Semalam diantaranya : 1. KEPALA DESA Yang diPENJARA karena DUKUNG Paslon 02. 2. Kebijakan IMPOR BERAS TERNYATA JOKOWI SETUJU. 3. Ketum Parpol Jadi Menteri, di awal pemerintahan JKW melarang rangkap Jabatan Ketum Parpol jadi Menteri. Tetap Yakin 2019 Prabowo Presiden	2019-01-18 09:27:25+00:00	98ronalddL	5	2	0		Other 1
1315	Menteri Jokowi Impor Beras	"Calon presiden nomor urut 2 Prabowo Subianto mengaku bingung terhadap menteri-menteri Jokowi terkait impor beras. https://finance.detik.com/berita-ekonomi-bisnis/d-4389668/prabowo-bingung-menteri-jokowi-beda-pendapat-soal-impor-beras?utm_term=echoboxauto&amp;utm_campaign=detikcomsocmed&amp;utm_medium=oa&amp;utm_content=detikfinance&amp;utm_source=Twitter#Echobox=1547739284"	2019-01-17 15:34:45+00:00	detikfinance	3	0	1		True News
1316	Menteri Jokowi Impor Beras	Kasihan lihat mukanya @jokowi waktu @prabowo membahas menteri wanita dan impor beras. Sumpah kasihan banget.... Sama sekali gk ada bantahan, cuma bisa bilang kalau punya bukti laporkan. Payaah...	2019-01-17 17:33:22+00:00	tony89bler89	0	0	2		Other 1
1317	Menteri Kominfo Intimidasi ASN	RT Ferdinand_Haean: Koq bs ya org sprt ini jd menteri? Dia tdk tau kalau ASN digaji negara? Apakah rudiantara_id ini merasa ASN digaji jokowi ? Ini jelas intimidasi kpd ASN, memperalat jabatan mengarahkan dukungan ke 01. bawaslu_RI tlg penjarakan org … https://www.cnnindonesia.com/nasional/20190131190327-32-365511/menkominfo-sindir-pegawai-pilih-02-yang-gaji-kamu-siapa	2019-02-01 01:14:00+00:00	SPPJMBatam	13	8	3		Misleading News
1318	Menteri Kominfo Intimidasi ASN	Oh no.... masuk word trending. Blm mau mundur juga nih pak menteri @rudiantara_id ? Baiknya mundurlah jadi team kampanye kan lbh jls. Drpd pake fasilitas negara tp nyolong2 intimidasi ASN bawahan bapak. #YangGajiKamuSiapa	2019-02-01 03:36:40+00:00	yarham02	8	8	1	#YangGajiKamuSiapa	Misleading News
1319	Menteri Kominfo Intimidasi ASN	Kepada dunia kami punya menteri @rudiantara_id yang dengan congkak, pongah, arogan intimidasi ASN #YangGajiKamuSiapa	2019-02-01 10:22:32+00:00	herditiya1	7	7	1	#YangGajiKamuSiapa	Misleading News
1320	Menteri Kominfo Intimidasi ASN	kacau.... sekelas Menteri tidak paham ( posisi) negara dan pemerintahan. Faktanya masih bicara (intimidasi) pada bawahannya #YangGajiKamuSiapa ??? Pak Menteri, gaji ASN ntu lewat APBN bukan APBP .... mbuh ah.....	2019-01-31 15:36:32+00:00	maz_argo	2	1	0	#YangGajiKamuSiapa	Misleading News
1321	Menteri Kominfo Intimidasi ASN	Pejabat Negara or Menteri yg Punya AKAL SEHAT harus paham betul bahwa Gaji yg diterima dari Uang Rakyat itu BUKAN Untuk: - Intimidasi ASN - di Korupsi - Memperkaya segelintir orang ( kolega, kelompok ) - Menghukum Rakyat yg tdk harusnya dihukum - Cukur dibawah Pohon - Tdk Netral	2019-02-01 12:15:32+00:00	umaralims	3	0	0		Other 2
1322	Menteri Kominfo Intimidasi ASN	Para menteri sedang sibuk mempertahankan gajinya. Padahal mereka itu cuma karyawan kontrak lima tahunan. Mereka takut kehilangan kerjaan maka intimidasi karyawan tetap yang sudah puluhan tahun. Para ASN, singkirkan menteri2 itu. #YangGajiKamuSiapa	2019-01-31 20:00:20+00:00	03Kembara	2	0	0	#YangGajiKamuSiapa	Misleading News
1323	Metro Mengubah Hasil Quick Count	Alumni 212 Bakal Aksi Massa Bela Prabowo Kawal KPU di Bundaran HI - Metro http://Tempo.co Duhh..Gegara Ego Segelintir Orang yg ingin Berkuasa dengan cara Curang dan Rekayasa,212 Se Indonesia bisa Demo nginep berbulan bulan di Jkt. 	2019-04-18 10:41:23+00:00	syafrinkar	8	2	0		Other 1
1324	Metro Mengubah Hasil Quick Count	🛬Easy Come Easy Go🛫 Cinta mu sprti SCTV 1 utk semua Cinta mu sprt METRO TV nipu trs Cinta mu sprt KPU Curang Cinta mu sprt abu janda ngeselin Cinta mu sprt cebong dungu Cinta mu sprt jokolu ngga di tlp ngaku di tlp,dihh Cinta mu sprt Prabowo Sandi dong gaji tdk di ambil,tob	2019-04-21 01:59:44+00:00	abiamr1	3	2	0		Other 1
1325	Metro Mengubah Hasil Quick Count	Seperti masa kanak kanak dulu main permainan tradisional kalau tak curang tak menang:) @KPU_ID @prabowo @jokowi @Dahnilanzar @fadlizon @bawaslu_RI @rockygerung @detikinet @Metro_TV @tvOneNews	2019-04-20 12:53:12+00:00	mulyadi1733	2	1	0		Other 1
1326	Metro Mengubah Hasil Quick Count	Quick count - saat qc prabowo unggul: mari kita kawal kemenangan kita dengan tertib damai bla bla - saat qc memperlihatkan jkw unggul: curang itu, metro tipu, nganu, halah qc dari 2014 curang, Rumangsane njenengan deklarasi gak gae quick count? Sehat? #JokoWinElection	2019-04-17 12:28:20+00:00	brianseptap	3	0	0	#JokoWinElection	Other 1
1327	Metro Mengubah Hasil Quick Count	"Hahaha kasian ya udh kalah nyari"" alasan oke lah tuh metro tv curang apakabar tv lain trmasok tvone kompas yg semua menangkan jokowi @prabowo mikirrr !!!!!!!!!"	2019-04-17 16:05:56+00:00	popoypopoy2	2	0	0		Misleading News
1328	Metro TV Eggboy Pengagum Jokowi	Lucunya Metro Tivu. Eggboy pelempar telur di klaim sebagai pengagum Jokowi...pengen ngakak...	2019-03-17 11:49:46+00:00	BHo50	6	0	1		False News
1329	Metro TV Eggboy Pengagum Jokowi	Waladalaaahh....anti islam koq pengagum jokowi, kan cawapresnya ulama, gak nyambung ah metro tivu...	2019-03-17 02:54:39+00:00	hartono_tb	2	0	0		Other 2
1330	Mobil Berstiker Prabowo Dilarang Masuk	Mobil Stiker Prabowo Dilarang Masuk Kebun Raya Bogor, Kenapa? https://goo.gl/r8fpVy	2019-02-13 12:14:33+00:00	tempometro	6	6	2		True News
1331	Mobil Berstiker Prabowo Dilarang Masuk	Mobil Stiker Prabowo Dilarang Masuk Kebun Raya Bogor, Kenapa? 	2019-02-14 10:51:13+00:00	tempodotco	13	3	2		True News
1332	Mobil Berstiker Prabowo Dilarang Masuk	"MOBIL BERSTIKER PRASAN TAK BOLEH MASUK KEBUN RAYA BOGOR . [MISINFORMASI] ""Beredar Broadscast via WhatsApp &gt;&gt;&gt; Mobil yg ada stiker Prabowo / 02 Tidak diperbolehkan masuk Kebun raya Bogor. Benar atau Hoax?"". Selengkapnya di http://bit.ly/2TLZwOQ #HantamHoaks #KebunRayaBogor"	2019-02-15 07:00:37+00:00	jabarsaberhoaks	3	0	1	#HantamHoaks #KebunRayaBogor	True News
1333	Mobil Berstiker Prabowo Dilarang Masuk	Mobil yang ada stiker Prabowo / 02 Tidak diperbolehkan masuk Kebun raya Bogor. Benar atau Hoax? Simak yuk penjelasannya... #Nasional	2019-02-13 08:05:33+00:00	kompascom	2	0	4	#Nasional	True News
1334	Mobil Jokowi Masuk Got	Beredar Foto Mobil Jokowi Masuk Got, Ini Fakta Sebenarnya [News]. 	2019-03-15 12:17:32+00:00	okezonenews	4	1	2		False News
